,layer,position,iia
112,2,20,0.02
113,2,21,0.02
114,2,22,0.02
115,2,23,0.0
116,2,24,0.02
117,2,25,0.0
118,2,26,0.02
119,2,27,0.0
120,2,28,0.06
121,2,29,0.0
122,2,30,0.0
123,2,31,0.0
124,2,32,0.24
125,2,33,0.04
126,2,34,0.06
127,2,35,0.02
128,2,36,0.0
129,2,37,0.04
130,2,38,0.02
131,2,39,0.0
132,2,40,0.02
133,2,41,0.5
134,2,42,0.06
135,2,43,0.06
136,2,44,0.04
137,2,45,0.04
138,3,0,0.0
139,3,1,0.0
140,3,2,0.0
141,3,3,0.52
142,3,4,0.26
143,3,5,0.12
144,3,6,0.08
145,3,7,0.06
146,3,8,0.24
147,3,9,0.12
148,3,10,0.02
149,3,11,0.02
150,3,12,0.26
151,3,13,0.18
152,3,14,0.1
153,3,15,0.1
154,3,16,0.1
155,3,17,0.16
156,3,18,0.1
157,3,19,0.02
158,3,20,0.02
159,3,21,0.06
160,3,22,0.02
161,3,23,0.02
162,3,24,0.04
163,3,25,0.02
164,3,26,0.02
165,3,27,0.04
166,3,28,0.02
167,3,29,0.0
168,3,30,0.0
169,3,31,0.04
170,3,32,0.26
171,3,33,0.04
172,3,34,0.12
173,3,35,0.04
174,3,36,0.02
175,3,37,0.04
176,3,38,0.02
177,3,39,0.02
178,3,40,0.04
179,3,41,0.46
180,3,42,0.24
181,3,43,0.08
182,3,44,0.08
183,3,45,0.08
184,4,0,0.0
185,4,1,0.0
186,4,2,0.0
187,4,3,0.36
188,4,4,0.22
189,4,5,0.08
190,4,6,0.08
191,4,7,0.1
192,4,8,0.22
193,4,9,0.18
194,4,10,0.0
195,4,11,0.02
196,4,12,0.28
197,4,13,0.22
198,4,14,0.12
199,4,15,0.1
200,4,16,0.12
201,4,17,0.18
202,4,18,0.1
203,4,19,0.0
204,4,20,0.04
205,4,21,0.1
206,4,22,0.04
207,4,23,0.04
208,4,24,0.06
209,4,25,0.0
210,4,26,0.02
211,4,27,0.06
212,4,28,0.02
213,4,29,0.0
214,4,30,0.0
215,4,31,0.02
216,4,32,0.28
217,4,33,0.02
218,4,34,0.06
219,4,35,0.02
220,4,36,0.02
221,4,37,0.04
222,4,38,0.02
223,4,39,0.0
224,4,40,0.02
225,4,41,0.6
226,4,42,0.28
227,4,43,0.14
228,4,44,0.1
229,4,45,0.1
230,5,0,0.0
231,5,1,0.0
232,5,2,0.0
233,5,3,0.54
234,5,4,0.24
235,5,5,0.08
236,5,6,0.1
237,5,7,0.08
238,5,8,0.18
239,5,9,0.18
240,5,10,0.04
241,5,11,0.04
242,5,12,0.24
243,5,13,0.3
244,5,14,0.14
245,5,15,0.1
246,5,16,0.12
247,5,17,0.22
248,5,18,0.08
249,5,19,0.04
250,5,20,0.02
251,5,21,0.14
252,5,22,0.06
253,5,23,0.04
254,5,24,0.04
255,5,25,0.06
256,5,26,0.04
257,5,27,0.08
258,5,28,0.02
259,5,29,0.02
260,5,30,0.0
261,5,31,0.02
262,5,32,0.24
263,5,33,0.06
264,5,34,0.08
265,5,35,0.02
266,5,36,0.02
267,5,37,0.1
268,5,38,0.02
269,5,39,0.02
270,5,40,0.0
271,5,41,0.58
272,5,42,0.4
273,5,43,0.34
274,5,44,0.02
275,5,45,0.26
276,6,0,0.0
277,6,1,0.0
278,6,2,0.0
279,6,3,0.52
280,6,4,0.18
281,6,5,0.14
282,6,6,0.1
283,6,7,0.14
284,6,8,0.22
285,6,9,0.12
286,6,10,0.02
287,6,11,0.02
288,6,12,0.4
289,6,13,0.26
290,6,14,0.2
291,6,15,0.16
292,6,16,0.08
293,6,17,0.26
294,6,18,0.1
295,6,19,0.08
296,6,20,0.06
297,6,21,0.14
298,6,22,0.12
299,6,23,0.04
300,6,24,0.08
301,6,25,0.06
302,6,26,0.06
303,6,27,0.12
304,6,28,0.08
305,6,29,0.02
306,6,30,0.0
307,6,31,0.02
308,6,32,0.06
309,6,33,0.14
310,6,34,0.06
311,6,35,0.04
312,6,36,0.02
313,6,37,0.16
314,6,38,0.06
315,6,39,0.02
316,6,40,0.04
317,6,41,0.68
318,6,42,0.28
319,6,43,0.36
320,6,44,0.16
321,6,45,0.38
322,7,0,0.0
323,7,1,0.0
324,7,2,0.0
325,7,3,0.28
326,7,4,0.32
327,7,5,0.1
328,7,6,0.14
329,7,7,0.12
330,7,8,0.32
331,7,9,0.14
332,7,10,0.04
333,7,11,0.04
334,7,12,0.46
335,7,13,0.38
336,7,14,0.2
337,7,15,0.04
338,7,16,0.16
339,7,17,0.34
340,7,18,0.12
341,7,19,0.08
342,7,20,0.04
343,7,21,0.24
344,7,22,0.24
345,7,23,0.02
346,7,24,0.08
347,7,25,0.08
348,7,26,0.06
349,7,27,0.1
350,7,28,0.08
351,7,29,0.02
352,7,30,0.04
353,7,31,0.04
354,7,32,0.16
355,7,33,0.16
356,7,34,0.06
357,7,35,0.08
358,7,36,0.08
359,7,37,0.14
360,7,38,0.04
361,7,39,0.04
362,7,40,0.06
363,7,41,0.7
364,7,42,0.54
365,7,43,0.32
366,7,44,0.08
367,7,45,0.34
368,8,0,0.0
369,8,1,0.0
370,8,2,0.0
371,8,3,0.54
372,8,4,0.26
373,8,5,0.16
374,8,6,0.16
375,8,7,0.12
376,8,8,0.36
377,8,9,0.12
378,8,10,0.08
379,8,11,0.02
380,8,12,0.42
381,8,13,0.36
382,8,14,0.3
383,8,15,0.26
384,8,16,0.18
385,8,17,0.44
386,8,18,0.16
387,8,19,0.14
388,8,20,0.04
389,8,21,0.22
390,8,22,0.18
391,8,23,0.06
392,8,24,0.1
393,8,25,0.1
394,8,26,0.06
395,8,27,0.16
396,8,28,0.08
397,8,29,0.0
398,8,30,0.06
399,8,31,0.06
400,8,32,0.16
401,8,33,0.02
402,8,34,0.02
403,8,35,0.08
404,8,36,0.08
405,8,37,0.18
406,8,38,0.06
407,8,39,0.1
408,8,40,0.02
409,8,41,0.54
410,8,42,0.48
411,8,43,0.46
412,8,44,0.42
413,8,45,0.56
414,9,0,0.0
415,9,1,0.0
416,9,2,0.0
417,9,3,0.44
418,9,4,0.28
419,9,5,0.08
420,9,6,0.12
421,9,7,0.1
422,9,8,0.36
423,9,9,0.1
424,9,10,0.02
425,9,11,0.02
426,9,12,0.46
427,9,13,0.36
428,9,14,0.26
429,9,15,0.24
430,9,16,0.24
431,9,17,0.56
432,9,18,0.16
433,9,19,0.14
434,9,20,0.1
435,9,21,0.24
436,9,22,0.12
437,9,23,0.08
438,9,24,0.22
439,9,25,0.1
440,9,26,0.14
441,9,27,0.24
442,9,28,0.04
443,9,29,0.02
444,9,30,0.1
445,9,31,0.08
446,9,32,0.26
447,9,33,0.04
448,9,34,0.04
449,9,35,0.08
450,9,36,0.1
451,9,37,0.06
452,9,38,0.06
453,9,39,0.1
454,9,40,0.1
455,9,41,0.56
456,9,42,0.42
457,9,43,0.48
458,9,44,0.62
459,9,45,0.7
460,10,0,0.0
461,10,1,0.0
462,10,2,0.0
463,10,3,0.22
464,10,4,0.24
465,10,5,0.12
466,10,6,0.16
467,10,7,0.1
468,10,8,0.36
469,10,9,0.08
470,10,10,0.04
471,10,11,0.02
472,10,12,0.46
473,10,13,0.4
474,10,14,0.22
475,10,15,0.2
476,10,16,0.22
477,10,17,0.58
478,10,18,0.16
479,10,19,0.12
480,10,20,0.16
481,10,21,0.36
482,10,22,0.2
483,10,23,0.04
484,10,24,0.0
485,10,25,0.08
486,10,26,0.14
487,10,27,0.26
488,10,28,0.1
489,10,29,0.04
490,10,30,0.04
491,10,31,0.12
492,10,32,0.16
493,10,33,0.06
494,10,34,0.04
495,10,35,0.04
496,10,36,0.08
497,10,37,0.3
498,10,38,0.08
499,10,39,0.1
500,10,40,0.2
501,10,41,0.52
502,10,42,0.38
503,10,43,0.36
504,10,44,0.6
505,10,45,0.72
506,11,0,0.0
507,11,1,0.0
508,11,2,0.0
509,11,3,0.36
510,11,4,0.14
511,11,5,0.1
512,11,6,0.2
513,11,7,0.18
514,11,8,0.3
515,11,9,0.1
516,11,10,0.04
517,11,11,0.06
518,11,12,0.5
519,11,13,0.24
520,11,14,0.18
521,11,15,0.2
522,11,16,0.24
523,11,17,0.44
524,11,18,0.12
525,11,19,0.18
526,11,20,0.2
527,11,21,0.36
528,11,22,0.18
529,11,23,0.02
530,11,24,0.22
531,11,25,0.1
532,11,26,0.14
533,11,27,0.1
534,11,28,0.04
535,11,29,0.04
536,11,30,0.18
537,11,31,0.16
538,11,32,0.24
539,11,33,0.04
540,11,34,0.08
541,11,35,0.1
542,11,36,0.1
543,11,37,0.18
544,11,38,0.06
545,11,39,0.14
546,11,40,0.3
547,11,41,0.58
548,11,42,0.28
549,11,43,0.28
550,11,44,0.64
551,11,45,0.7
552,12,0,0.0
553,12,1,0.0
554,12,2,0.0
555,12,3,0.34
556,12,4,0.12
557,12,5,0.06
558,12,6,0.2
559,12,7,0.18
560,12,8,0.3
561,12,9,0.12
562,12,10,0.02
563,12,11,0.04
564,12,12,0.52
565,12,13,0.24
566,12,14,0.14
567,12,15,0.22
568,12,16,0.24
569,12,17,0.44
570,12,18,0.12
571,12,19,0.08
572,12,20,0.16
573,12,21,0.22
574,12,22,0.2
575,12,23,0.02
576,12,24,0.16
577,12,25,0.06
578,12,26,0.14
579,12,27,0.2
580,12,28,0.06
581,12,29,0.02
582,12,30,0.12
583,12,31,0.12
584,12,32,0.18
585,12,33,0.08
586,12,34,0.12
587,12,35,0.06
588,12,36,0.1
589,12,37,0.06
590,12,38,0.02
591,12,39,0.14
592,12,40,0.24
593,12,41,0.46
594,12,42,0.22
595,12,43,0.22
596,12,44,0.56
597,12,45,0.7
598,13,0,0.0
599,13,1,0.0
600,13,2,0.0
601,13,3,0.14
602,13,4,0.12
603,13,5,0.08
604,13,6,0.2
605,13,7,0.18
606,13,8,0.3
607,13,9,0.08
608,13,10,0.04
609,13,11,0.04
610,13,12,0.34
611,13,13,0.22
612,13,14,0.14
613,13,15,0.24
614,13,16,0.24
615,13,17,0.46
616,13,18,0.12
617,13,19,0.08
618,13,20,0.62
619,13,21,0.26
620,13,22,0.12
621,13,23,0.02
622,13,24,0.14
623,13,25,0.12
624,13,26,0.12
625,13,27,0.12
626,13,28,0.04
627,13,29,0.02
628,13,30,0.08
629,13,31,0.34
630,13,32,0.06
631,13,33,0.06
632,13,34,0.14
633,13,35,0.1
634,13,36,0.08
635,13,37,0.12
636,13,38,0.12
637,13,39,0.16
638,13,40,0.42
639,13,41,0.3
640,13,42,0.18
641,13,43,0.3
642,13,44,0.6
643,13,45,0.62
644,14,0,0.0
645,14,1,0.0
646,14,2,0.0
647,14,3,0.26
648,14,4,0.12
649,14,5,0.1
650,14,6,0.2
651,14,7,0.18
652,14,8,0.32
653,14,9,0.1
654,14,10,0.02
655,14,11,0.04
656,14,12,0.48
657,14,13,0.3
658,14,14,0.14
659,14,15,0.2
660,14,16,0.24
661,14,17,0.44
662,14,18,0.12
663,14,19,0.08
664,14,20,0.62
665,14,21,0.2
666,14,22,0.16
667,14,23,0.02
668,14,24,0.14
669,14,25,0.08
670,14,26,0.14
671,14,27,0.2
672,14,28,0.0
673,14,29,0.02
674,14,30,0.08
675,14,31,0.24
676,14,32,0.18
677,14,33,0.06
678,14,34,0.1
679,14,35,0.06
680,14,36,0.06
681,14,37,0.2
682,14,38,0.0
683,14,39,0.16
684,14,40,0.34
685,14,41,0.42
686,14,42,0.2
687,14,43,0.2
688,14,44,0.6
689,14,45,0.68
690,15,0,0.0
691,15,1,0.0
692,15,2,0.0
693,15,3,0.16
694,15,4,0.1
695,15,5,0.1
696,15,6,0.1
697,15,7,0.2
698,15,8,0.3
699,15,9,0.08
700,15,10,0.02
701,15,11,0.06
702,15,12,0.54
703,15,13,0.32
704,15,14,0.14
705,15,15,0.14
706,15,16,0.16
707,15,17,0.44
708,15,18,0.12
709,15,19,0.06
710,15,20,0.38
711,15,21,0.18
712,15,22,0.14
713,15,23,0.02
714,15,24,0.14
715,15,25,0.08
716,15,26,0.12
717,15,27,0.22
718,15,28,0.02
719,15,29,0.02
720,15,30,0.1
721,15,31,0.28
722,15,32,0.06
723,15,33,0.08
724,15,34,0.14
725,15,35,0.04
726,15,36,0.1
727,15,37,0.06
728,15,38,0.02
729,15,39,0.1
730,15,40,0.4
731,15,41,0.42
732,15,42,0.18
733,15,43,0.2
734,15,44,0.54
735,15,45,0.72
736,16,0,0.0
737,16,1,0.0
738,16,2,0.0
739,16,3,0.22
740,16,4,0.08
741,16,5,0.04
742,16,6,0.12
743,16,7,0.22
744,16,8,0.38
745,16,9,0.04
746,16,10,0.02
747,16,11,0.02
748,16,12,0.28
749,16,13,0.26
750,16,14,0.1
751,16,15,0.1
752,16,16,0.16
753,16,17,0.42
754,16,18,0.16
755,16,19,0.04
756,16,20,0.42
757,16,21,0.2
758,16,22,0.1
759,16,23,0.02
760,16,24,0.18
761,16,25,0.08
762,16,26,0.12
763,16,27,0.18
764,16,28,0.02
765,16,29,0.02
766,16,30,0.1
767,16,31,0.22
768,16,32,0.06
769,16,33,0.04
770,16,34,0.18
771,16,35,0.04
772,16,36,0.12
773,16,37,0.2
774,16,38,0.06
775,16,39,0.12
776,16,40,0.58
777,16,41,0.08
778,16,42,0.18
779,16,43,0.1
780,16,44,0.56
781,16,45,0.8
782,17,0,0.0
783,17,1,0.0
784,17,2,0.0
785,17,3,0.16
786,17,4,0.06
787,17,5,0.02
788,17,6,0.1
789,17,7,0.18
790,17,8,0.38
791,17,9,0.02
792,17,10,0.0
793,17,11,0.02
794,17,12,0.42
795,17,13,0.08
796,17,14,0.1
797,17,15,0.14
798,17,16,0.18
799,17,17,0.34
800,17,18,0.06
801,17,19,0.02
802,17,20,0.42
803,17,21,0.18
804,17,22,0.08
805,17,23,0.02
806,17,24,0.18
807,17,25,0.1
808,17,26,0.12
809,17,27,0.16
810,17,28,0.04
811,17,29,0.02
812,17,30,0.2
813,17,31,0.28
814,17,32,0.16
815,17,33,0.04
816,17,34,0.1
817,17,35,0.02
818,17,36,0.02
819,17,37,0.36
820,17,38,0.04
821,17,39,0.28
822,17,40,0.56
823,17,41,0.1
824,17,42,0.18
825,17,43,0.1
826,17,44,0.46
827,17,45,0.88
828,18,0,0.0
829,18,1,0.0
830,18,2,0.0
831,18,3,0.18
832,18,4,0.1
833,18,5,0.02
834,18,6,0.16
835,18,7,0.18
836,18,8,0.38
837,18,9,0.0
838,18,10,0.0
839,18,11,0.02
840,18,12,0.46
841,18,13,0.08
842,18,14,0.06
843,18,15,0.16
844,18,16,0.18
845,18,17,0.34
846,18,18,0.06
847,18,19,0.08
848,18,20,0.42
849,18,21,0.14
850,18,22,0.08
851,18,23,0.02
852,18,24,0.08
853,18,25,0.06
854,18,26,0.12
855,18,27,0.16
856,18,28,0.02
857,18,29,0.02
858,18,30,0.12
859,18,31,0.32
860,18,32,0.1
861,18,33,0.04
862,18,34,0.04
863,18,35,0.02
864,18,36,0.14
865,18,37,0.3
866,18,38,0.1
867,18,39,0.14
868,18,40,0.72
869,18,41,0.12
870,18,42,0.2
871,18,43,0.1
872,18,44,0.4
873,18,45,0.86
874,19,0,0.0
875,19,1,0.0
876,19,2,0.0
877,19,3,0.02
878,19,4,0.06
879,19,5,0.02
880,19,6,0.08
881,19,7,0.2
882,19,8,0.28
883,19,9,0.0
884,19,10,0.0
885,19,11,0.02
886,19,12,0.4
887,19,13,0.08
888,19,14,0.06
889,19,15,0.1
890,19,16,0.2
891,19,17,0.34
892,19,18,0.14
893,19,19,0.28
894,19,20,0.4
895,19,21,0.08
896,19,22,0.08
897,19,23,0.02
898,19,24,0.1
899,19,25,0.04
900,19,26,0.14
901,19,27,0.14
902,19,28,0.04
903,19,29,0.0
904,19,30,0.14
905,19,31,0.32
906,19,32,0.14
907,19,33,0.06
908,19,34,0.02
909,19,35,0.0
910,19,36,0.06
911,19,37,0.1
912,19,38,0.1
913,19,39,0.06
914,19,40,0.4
915,19,41,0.06
916,19,42,0.14
917,19,43,0.1
918,19,44,0.62
919,19,45,0.92
920,20,0,0.0
921,20,1,0.0
922,20,2,0.0
923,20,3,0.06
924,20,4,0.06
925,20,5,0.02
926,20,6,0.1
927,20,7,0.22
928,20,8,0.34
929,20,9,0.0
930,20,10,0.0
931,20,11,0.0
932,20,12,0.0
933,20,13,0.06
934,20,14,0.02
935,20,15,0.1
936,20,16,0.22
937,20,17,0.22
938,20,18,0.24
939,20,19,0.0
940,20,20,1.0
941,20,21,0.08
942,20,22,0.08
943,20,23,0.0
944,20,24,0.2
945,20,25,0.14
946,20,26,0.08
947,20,27,0.18
948,20,28,0.02
949,20,29,0.0
950,20,30,0.14
951,20,31,0.32
952,20,32,0.08
953,20,33,0.04
954,20,34,0.02
955,20,35,0.0
956,20,36,0.08
957,20,37,0.2
958,20,38,0.1
959,20,39,0.08
960,20,40,0.42
961,20,41,0.08
962,20,42,0.16
963,20,43,0.1
964,20,44,0.4
965,20,45,0.94
966,21,0,0.0
967,21,1,0.0
968,21,2,0.0
969,21,3,0.02
970,21,4,0.04
971,21,5,0.02
972,21,6,0.12
973,21,7,0.1
974,21,8,0.04
975,21,9,0.0
976,21,10,0.0
977,21,11,0.0
978,21,12,0.36
979,21,13,0.06
980,21,14,0.0
981,21,15,0.04
982,21,16,0.2
983,21,17,0.22
984,21,18,0.2
985,21,19,0.0
986,21,20,0.6
987,21,21,0.02
988,21,22,0.04
989,21,23,0.0
990,21,24,0.06
991,21,25,0.0
992,21,26,0.12
993,21,27,0.04
994,21,28,0.08
995,21,29,0.0
996,21,30,0.2
997,21,31,0.3
998,21,32,0.06
999,21,33,0.06
1000,21,34,0.02
1001,21,35,0.0
1002,21,36,0.02
1003,21,37,0.08
1004,21,38,0.0
1005,21,39,0.02
1006,21,40,0.62
1007,21,41,0.04
1008,21,42,0.02
1009,21,43,0.0
1010,21,44,0.6
1011,21,45,0.96
1012,22,0,0.0
1013,22,1,0.0
1014,22,2,0.0
1015,22,3,0.06
1016,22,4,0.0
1017,22,5,0.0
1018,22,6,0.08
1019,22,7,0.06
1020,22,8,0.0
1021,22,9,0.02
1022,22,10,0.0
1023,22,11,0.06
1024,22,12,0.08
1025,22,13,0.16
1026,22,14,0.0
1027,22,15,0.04
1028,22,16,0.14
1029,22,17,0.02
1030,22,18,0.08
1031,22,19,0.0
1032,22,20,0.6
1033,22,21,0.04
1034,22,22,0.02
1035,22,23,0.0
1036,22,24,0.0
1037,22,25,0.06
1038,22,26,0.04
1039,22,27,0.0
1040,22,28,0.02
1041,22,29,0.0
1042,22,30,0.0
1043,22,31,0.38
1044,22,32,0.0
1045,22,33,0.0
1046,22,34,0.0
1047,22,35,0.02
1048,22,36,0.0
1049,22,37,0.0
1050,22,38,0.04
1051,22,39,0.0
1052,22,40,0.4
1053,22,41,0.04
1054,22,42,0.16
1055,22,43,0.06
1056,22,44,0.54
1057,22,45,0.92
1058,23,0,0.0
1059,23,1,0.0
1060,23,2,0.0
1061,23,3,0.0
1062,23,4,0.0
1063,23,5,0.0
1064,23,6,0.0
1065,23,7,0.0
1066,23,8,0.0
1067,23,9,0.0
1068,23,10,0.0
1069,23,11,0.0
1070,23,12,0.0
1071,23,13,0.0
1072,23,14,0.0
1073,23,15,0.0
1074,23,16,0.0
1075,23,17,0.0
1076,23,18,0.0
1077,23,19,0.0
1078,23,20,0.0
1079,23,21,0.0
1080,23,22,0.0
1081,23,23,0.0
1082,23,24,0.0
1083,23,25,0.0
1084,23,26,0.0
1085,23,27,0.0
1086,23,28,0.0
1087,23,29,0.0
1088,23,30,0.0
1089,23,31,0.0
1090,23,32,0.0
1091,23,33,0.0
1092,23,34,0.0
1093,23,35,0.0
1094,23,36,0.0
1095,23,37,0.0
1096,23,38,0.0
1097,23,39,0.0
1098,23,40,0.0
1099,23,41,0.0
1100,23,42,0.0
1101,23,43,0.0
1102,23,44,0.0
1103,23,45,0.98
