,layer,position,acc,f1
76,1,30,0.5,0.2222222222222222
77,1,31,0.57,0.4054956828638054
78,1,32,0.52,0.4271216869042956
79,1,33,0.57,0.4143994331916312
80,1,34,0.55,0.40163934426229514
81,1,35,0.57,0.3988148148148148
82,1,36,0.5,0.2531295864629198
83,1,37,0.55,0.36672762988552465
84,1,38,0.54,0.338235294117647
85,1,39,0.56,0.37341072415699283
86,1,40,0.6,0.43738615664845176
87,1,41,0.81,0.8092010293102366
88,1,42,0.58,0.4847423818012054
89,1,43,0.63,0.5030403537866225
90,1,44,0.62,0.4567395264116576
91,1,45,0.54,0.33655172413793105
92,2,0,0.5,0.2222222222222222
93,2,1,0.5,0.2222222222222222
94,2,2,0.5,0.2222222222222222
95,2,3,0.65,0.5310565870910698
96,2,4,0.65,0.5310565870910698
97,2,5,0.64,0.5212774470264389
98,2,6,0.62,0.47570429192664027
99,2,7,0.6,0.445329204453292
100,2,8,0.64,0.5212774470264389
101,2,9,0.6,0.43738977072310403
102,2,10,0.64,0.5212774470264389
103,2,11,0.5,0.2222222222222222
104,2,12,0.81,0.7465652927837801
105,2,13,0.69,0.5755483969934039
106,2,14,0.63,0.5091366098339506
107,2,15,0.61,0.45263485292810807
108,2,16,0.55,0.36843559977888335
109,2,17,0.64,0.5092366757000903
110,2,18,0.61,0.44882476461423826
111,2,19,0.56,0.39005574489445455
112,2,20,0.54,0.34991708126036486
113,2,21,0.87,0.8459845984598459
114,2,22,0.58,0.47792114960377613
115,2,23,0.53,0.39054726368159204
116,2,24,0.52,0.3683250414593698
117,2,25,0.56,0.4003277242074746
118,2,26,0.57,0.4027636659215606
119,2,27,0.53,0.36410256410256414
120,2,28,0.57,0.39705882352941174
121,2,29,0.54,0.3299798792756539
122,2,30,0.51,0.2560882800608828
123,2,31,0.57,0.4054956828638054
124,2,32,0.52,0.4394429316995689
125,2,33,0.58,0.42889866902701285
126,2,34,0.56,0.4250866435617169
127,2,35,0.58,0.41953525918237905
128,2,36,0.53,0.3345867433458674
129,2,37,0.55,0.3652312599681021
130,2,38,0.54,0.3394529233945292
131,2,39,0.59,0.41794871794871796
132,2,40,0.62,0.4611111111111111
133,2,41,0.81,0.8136912422626708
134,2,42,0.66,0.5711123988750617
135,2,43,0.64,0.5028788186682923
136,2,44,0.67,0.5121374618001499
137,2,45,0.6,0.445329204453292
138,3,0,0.5,0.2222222222222222
139,3,1,0.5,0.2222222222222222
140,3,2,0.5,0.2222222222222222
141,3,3,0.65,0.5310565870910698
142,3,4,0.65,0.5310565870910698
143,3,5,0.65,0.5310565870910698
144,3,6,0.64,0.5212774470264389
145,3,7,0.62,0.47570429192664027
146,3,8,0.64,0.5212774470264389
147,3,9,0.62,0.4906004489337823
148,3,10,0.64,0.5212774470264389
149,3,11,0.62,0.47570429192664027
150,3,12,0.82,0.7600000000000001
151,3,13,0.73,0.6398559423769509
152,3,14,0.74,0.6478736029190357
153,3,15,0.77,0.6926252920616097
154,3,16,0.76,0.6677602494299409
155,3,17,0.67,0.5494795761139587
156,3,18,0.72,0.6098579782790309
157,3,19,0.67,0.5494795761139587
158,3,20,0.67,0.5257788806175903
159,3,21,0.94,0.93
160,3,22,0.91,0.8965262379896526
161,3,23,0.68,0.623528996256269
162,3,24,0.55,0.4363216003362882
163,3,25,0.71,0.6621136173767753
164,3,26,0.64,0.5580304714162982
165,3,27,0.6,0.47905379256965946
166,3,28,0.64,0.5613939832689833
167,3,29,0.6,0.4569295368713973
168,3,30,0.53,0.3406100925711044
169,3,31,0.57,0.4101259215763033
170,3,32,0.58,0.49903076274757696
171,3,33,0.61,0.48173220428894353
172,3,34,0.58,0.44633969793459877
173,3,35,0.61,0.4627331405575495
174,3,36,0.6,0.4456469456469456
175,3,37,0.59,0.4249553133829211
176,3,38,0.59,0.42660121552127156
177,3,39,0.6,0.4346153846153846
178,3,40,0.61,0.4477777777777778
179,3,41,0.82,0.8214285714285715
180,3,42,0.77,0.7245534218744935
181,3,43,0.71,0.5961331602741956
182,3,44,0.74,0.6502097625092277
183,3,45,0.71,0.5784173633223443
184,4,0,0.5,0.2222222222222222
185,4,1,0.5,0.2222222222222222
186,4,2,0.5,0.2222222222222222
187,4,3,0.65,0.5310565870910698
188,4,4,0.65,0.5310565870910698
189,4,5,0.65,0.5310565870910698
190,4,6,0.65,0.5310565870910698
191,4,7,0.63,0.485006518904824
192,4,8,0.65,0.5310565870910698
193,4,9,0.65,0.5310565870910698
194,4,10,0.65,0.5310565870910698
195,4,11,0.64,0.5212774470264389
196,4,12,0.82,0.7600000000000001
197,4,13,0.73,0.6398559423769509
198,4,14,0.75,0.6574181614832022
199,4,15,0.78,0.7061965811965812
200,4,16,0.75,0.663818992267426
201,4,17,0.67,0.5500148777459701
202,4,18,0.76,0.6794871794871794
203,4,19,0.68,0.5718400354492079
204,4,20,0.66,0.5348198276360692
205,4,21,0.96,0.9533333333333333
206,4,22,0.93,0.917068629939917
207,4,23,0.78,0.7571948848544593
208,4,24,0.67,0.5979269667794257
209,4,25,0.8,0.7775815454386884
210,4,26,0.72,0.6788777149242265
211,4,27,0.66,0.5694749694749695
212,4,28,0.69,0.6376254303083572
213,4,29,0.65,0.5302083333333333
214,4,30,0.66,0.5390395217852082
215,4,31,0.59,0.441025641025641
216,4,32,0.63,0.5595427963849017
217,4,33,0.67,0.5870814067535379
218,4,34,0.6,0.464160733013192
219,4,35,0.61,0.46678614097968935
220,4,36,0.61,0.46914173998044967
221,4,37,0.61,0.45332410770916215
222,4,38,0.61,0.4627331405575495
223,4,39,0.61,0.4485925925925926
224,4,40,0.62,0.4630348006971383
225,4,41,0.83,0.8333026904455476
226,4,42,0.8,0.7847726661285983
227,4,43,0.74,0.678281068524971
228,4,44,0.77,0.7245534218744935
229,4,45,0.76,0.7132616487455197
230,5,0,0.5,0.2222222222222222
231,5,1,0.5,0.2222222222222222
232,5,2,0.5,0.2222222222222222
233,5,3,0.65,0.5310565870910698
234,5,4,0.65,0.5310565870910698
235,5,5,0.65,0.5310565870910698
236,5,6,0.65,0.5310565870910698
237,5,7,0.65,0.5310565870910698
238,5,8,0.65,0.5310565870910698
239,5,9,0.65,0.5310565870910698
240,5,10,0.65,0.5310565870910698
241,5,11,0.65,0.5310565870910698
242,5,12,0.82,0.7600000000000001
243,5,13,0.77,0.6922253445737989
244,5,14,0.8,0.7333333333333334
245,5,15,0.78,0.7061965811965812
246,5,16,0.77,0.6922253445737989
247,5,17,0.72,0.6176163342830009
248,5,18,0.79,0.7198879551820728
249,5,19,0.75,0.6555715234960519
250,5,20,0.7,0.5822089410821497
251,5,21,0.98,0.9766666666666666
252,5,22,0.98,0.9759201926384589
253,5,23,0.94,0.93
254,5,24,0.71,0.6415824915824916
255,5,25,0.92,0.9036807705538354
256,5,26,0.82,0.8024061212915702
257,5,27,0.73,0.6718625602346533
258,5,28,0.8,0.7864979939408827
259,5,29,0.71,0.6189182081178224
260,5,30,0.7,0.6076536796536797
261,5,31,0.65,0.5422165909970788
262,5,32,0.64,0.5631803775664875
263,5,33,0.69,0.6213305891214632
264,5,34,0.61,0.4772178932178932
265,5,35,0.65,0.5357248403009843
266,5,36,0.61,0.4717330126182339
267,5,37,0.63,0.4936392281173864
268,5,38,0.59,0.42844444444444446
269,5,39,0.62,0.46902276750289934
270,5,40,0.63,0.47444444444444445
271,5,41,0.81,0.8136912422626708
272,5,42,0.78,0.7632499327414582
273,5,43,0.79,0.7626615808433991
274,5,44,0.78,0.7410362228894146
275,5,45,0.77,0.7304621694865597
276,6,0,0.5,0.2222222222222222
277,6,1,0.5,0.2222222222222222
278,6,2,0.5,0.2222222222222222
279,6,3,0.65,0.5310565870910698
280,6,4,0.65,0.5310565870910698
281,6,5,0.65,0.5310565870910698
282,6,6,0.65,0.5310565870910698
283,6,7,0.65,0.5310565870910698
284,6,8,0.65,0.5310565870910698
285,6,9,0.65,0.5310565870910698
286,6,10,0.65,0.5310565870910698
287,6,11,0.65,0.5310565870910698
288,6,12,0.82,0.7600000000000001
289,6,13,0.78,0.7061965811965812
290,6,14,0.8,0.7333333333333334
291,6,15,0.79,0.7198879551820728
292,6,16,0.79,0.7198879551820728
293,6,17,0.78,0.705203908413811
294,6,18,0.79,0.7198879551820728
295,6,19,0.78,0.7058386342273811
296,6,20,0.79,0.7198879551820728
297,6,21,1.0,1.0
298,6,22,1.0,1.0
299,6,23,0.97,0.9632642351088953
300,6,24,0.96,0.9551489230719383
301,6,25,0.99,0.9881526614199881
302,6,26,0.99,0.9881526614199881
303,6,27,0.87,0.8592433897311946
304,6,28,0.98,0.9759201926384589
305,6,29,0.76,0.7141604010025063
306,6,30,0.77,0.7202173384153759
307,6,31,0.98,0.9766666666666666
308,6,32,0.82,0.802494453438868
309,6,33,0.87,0.8474426807760141
310,6,34,0.62,0.5021655239593871
311,6,35,0.75,0.7124785337121029
312,6,36,0.67,0.571043697692573
313,6,37,0.69,0.5914748508098892
314,6,38,0.75,0.6963748894783377
315,6,39,0.65,0.5133227751382291
316,6,40,0.76,0.7115942028985508
317,6,41,0.85,0.8529141386284244
318,6,42,0.89,0.8944654314325119
319,6,43,0.79,0.7704447632711622
320,6,44,0.84,0.832810867293626
321,6,45,0.81,0.7923071667691467
322,7,0,0.5,0.2222222222222222
323,7,1,0.5,0.2222222222222222
324,7,2,0.5,0.2222222222222222
325,7,3,0.65,0.5310565870910698
326,7,4,0.65,0.5310565870910698
327,7,5,0.65,0.5310565870910698
328,7,6,0.65,0.5310565870910698
329,7,7,0.65,0.5310565870910698
330,7,8,0.65,0.5310565870910698
331,7,9,0.65,0.5310565870910698
332,7,10,0.65,0.5310565870910698
333,7,11,0.65,0.5310565870910698
334,7,12,0.81,0.7465652927837801
335,7,13,0.78,0.7066666666666667
336,7,14,0.8,0.7333333333333334
337,7,15,0.79,0.7198879551820728
338,7,16,0.79,0.7198879551820728
339,7,17,0.79,0.7198879551820728
340,7,18,0.77,0.6922253445737989
341,7,19,0.8,0.7333333333333334
342,7,20,0.81,0.7457513716044426
343,7,21,1.0,1.0
344,7,22,1.0,1.0
345,7,23,1.0,1.0
346,7,24,1.0,1.0
347,7,25,1.0,1.0
348,7,26,1.0,1.0
349,7,27,0.98,0.979267326226449
350,7,28,1.0,1.0
351,7,29,0.97,0.9704408902428705
352,7,30,0.99,0.9885029153321837
353,7,31,0.99,0.9881526614199881
354,7,32,0.95,0.9407633070999407
355,7,33,0.96,0.9488888888888889
356,7,34,0.64,0.5373744464653556
357,7,35,0.84,0.8299126931246227
358,7,36,0.81,0.7794198139025724
359,7,37,0.77,0.7189938122141513
360,7,38,0.91,0.898103992443615
361,7,39,0.68,0.5693926351028217
362,7,40,0.85,0.839823135073456
363,7,41,0.92,0.9240265906932574
364,7,42,0.93,0.9341679891847411
365,7,43,0.8,0.7777777777777778
366,7,44,0.91,0.9136535348084188
367,7,45,0.84,0.832810867293626
368,8,0,0.5,0.2222222222222222
369,8,1,0.5,0.2222222222222222
370,8,2,0.5,0.2222222222222222
371,8,3,0.65,0.5310565870910698
372,8,4,0.65,0.5310565870910698
373,8,5,0.65,0.5310565870910698
374,8,6,0.65,0.5310565870910698
375,8,7,0.65,0.5310565870910698
376,8,8,0.65,0.5310565870910698
377,8,9,0.65,0.5310565870910698
378,8,10,0.65,0.5310565870910698
379,8,11,0.65,0.5310565870910698
380,8,12,0.8,0.732905982905983
381,8,13,0.78,0.7066666666666667
382,8,14,0.79,0.7198879551820728
383,8,15,0.8,0.732905982905983
384,8,16,0.79,0.7189883580891209
385,8,17,0.79,0.7189883580891209
386,8,18,0.77,0.6932106175803655
387,8,19,0.79,0.7189883580891209
388,8,20,0.81,0.744107744107744
389,8,21,1.0,1.0
390,8,22,1.0,1.0
391,8,23,1.0,1.0
392,8,24,1.0,1.0
393,8,25,1.0,1.0
394,8,26,1.0,1.0
395,8,27,1.0,1.0
396,8,28,1.0,1.0
397,8,29,1.0,1.0
398,8,30,1.0,1.0
399,8,31,1.0,1.0
400,8,32,0.99,0.9881526614199881
401,8,33,1.0,1.0
402,8,34,0.88,0.8709702397852516
403,8,35,0.99,0.9910499524528724
404,8,36,1.0,1.0
405,8,37,0.88,0.8754703683275112
406,8,38,1.0,1.0
407,8,39,0.99,0.9910499524528724
408,8,40,0.97,0.9727474024867995
409,8,41,0.95,0.9538239538239538
410,8,42,0.97,0.9727474024867995
411,8,43,1.0,1.0
412,8,44,1.0,1.0
413,8,45,0.92,0.9240265906932574
414,9,0,0.5,0.2222222222222222
415,9,1,0.5,0.2222222222222222
416,9,2,0.5,0.2222222222222222
417,9,3,0.65,0.5310565870910698
418,9,4,0.65,0.5310565870910698
419,9,5,0.65,0.5310565870910698
420,9,6,0.65,0.5310565870910698
421,9,7,0.65,0.5310565870910698
422,9,8,0.65,0.5310565870910698
423,9,9,0.65,0.5310565870910698
424,9,10,0.65,0.5310565870910698
425,9,11,0.65,0.5310565870910698
426,9,12,0.8,0.732905982905983
427,9,13,0.78,0.7066666666666667
428,9,14,0.81,0.7465652927837801
429,9,15,0.8,0.732905982905983
430,9,16,0.8,0.732905982905983
431,9,17,0.8,0.732905982905983
432,9,18,0.76,0.6794871794871794
433,9,19,0.79,0.7189883580891209
434,9,20,0.79,0.7189883580891209
435,9,21,1.0,1.0
436,9,22,1.0,1.0
437,9,23,1.0,1.0
438,9,24,1.0,1.0
439,9,25,1.0,1.0
440,9,26,1.0,1.0
441,9,27,0.99,0.9881526614199881
442,9,28,1.0,1.0
443,9,29,1.0,1.0
444,9,30,1.0,1.0
445,9,31,1.0,1.0
446,9,32,1.0,1.0
447,9,33,1.0,1.0
448,9,34,0.95,0.9467032967032966
449,9,35,1.0,1.0
450,9,36,1.0,1.0
451,9,37,0.96,0.9583516570255854
452,9,38,1.0,1.0
453,9,39,1.0,1.0
454,9,40,1.0,1.0
455,9,41,0.95,0.9538239538239538
456,9,42,0.99,0.9910499524528724
457,9,43,0.99,0.9910499524528724
458,9,44,1.0,1.0
459,9,45,0.99,0.9910499524528724
460,10,0,0.5,0.2222222222222222
461,10,1,0.5,0.2222222222222222
462,10,2,0.5,0.2222222222222222
463,10,3,0.65,0.5310565870910698
464,10,4,0.65,0.5310565870910698
465,10,5,0.65,0.5310565870910698
466,10,6,0.65,0.5310565870910698
467,10,7,0.65,0.5310565870910698
468,10,8,0.65,0.5310565870910698
469,10,9,0.65,0.5310565870910698
470,10,10,0.65,0.5310565870910698
471,10,11,0.65,0.5310565870910698
472,10,12,0.8,0.732905982905983
473,10,13,0.78,0.7066666666666667
474,10,14,0.81,0.7465652927837801
475,10,15,0.81,0.7465652927837801
476,10,16,0.79,0.7189883580891209
477,10,17,0.8,0.732905982905983
478,10,18,0.78,0.7047772410091251
479,10,19,0.81,0.744107744107744
480,10,20,0.8,0.732905982905983
481,10,21,1.0,1.0
482,10,22,1.0,1.0
483,10,23,1.0,1.0
484,10,24,1.0,1.0
485,10,25,1.0,1.0
486,10,26,1.0,1.0
487,10,27,1.0,1.0
488,10,28,1.0,1.0
489,10,29,1.0,1.0
490,10,30,1.0,1.0
491,10,31,1.0,1.0
492,10,32,1.0,1.0
493,10,33,1.0,1.0
494,10,34,0.99,0.9910499524528724
495,10,35,1.0,1.0
496,10,36,1.0,1.0
497,10,37,0.99,0.9862202011850627
498,10,38,1.0,1.0
499,10,39,1.0,1.0
500,10,40,1.0,1.0
501,10,41,0.99,0.9910499524528724
502,10,42,1.0,1.0
503,10,43,1.0,1.0
504,10,44,1.0,1.0
505,10,45,1.0,1.0
506,11,0,0.5,0.2222222222222222
507,11,1,0.5,0.2222222222222222
508,11,2,0.5,0.2222222222222222
509,11,3,0.65,0.5310565870910698
510,11,4,0.65,0.5310565870910698
511,11,5,0.65,0.5310565870910698
512,11,6,0.65,0.5310565870910698
513,11,7,0.65,0.5310565870910698
514,11,8,0.65,0.5310565870910698
515,11,9,0.65,0.5310565870910698
516,11,10,0.65,0.5310565870910698
517,11,11,0.65,0.5310565870910698
518,11,12,0.81,0.7465652927837801
519,11,13,0.8,0.732905982905983
520,11,14,0.8,0.732905982905983
521,11,15,0.79,0.7198879551820728
522,11,16,0.78,0.7061965811965812
523,11,17,0.78,0.7047772410091251
524,11,18,0.78,0.7047772410091251
525,11,19,0.8,0.732905982905983
526,11,20,0.77,0.6932106175803655
527,11,21,1.0,1.0
528,11,22,1.0,1.0
529,11,23,1.0,1.0
530,11,24,1.0,1.0
531,11,25,1.0,1.0
532,11,26,1.0,1.0
533,11,27,1.0,1.0
534,11,28,1.0,1.0
535,11,29,1.0,1.0
536,11,30,1.0,1.0
537,11,31,1.0,1.0
538,11,32,1.0,1.0
539,11,33,1.0,1.0
540,11,34,0.99,0.9910499524528724
541,11,35,1.0,1.0
542,11,36,1.0,1.0
543,11,37,1.0,1.0
544,11,38,1.0,1.0
545,11,39,1.0,1.0
546,11,40,1.0,1.0
547,11,41,0.98,0.9819697994140185
548,11,42,1.0,1.0
549,11,43,1.0,1.0
550,11,44,1.0,1.0
551,11,45,1.0,1.0
552,12,0,0.5,0.2222222222222222
553,12,1,0.5,0.2222222222222222
554,12,2,0.5,0.2222222222222222
555,12,3,0.65,0.5310565870910698
556,12,4,0.65,0.5310565870910698
557,12,5,0.65,0.5310565870910698
558,12,6,0.65,0.5310565870910698
559,12,7,0.65,0.5310565870910698
560,12,8,0.65,0.5310565870910698
561,12,9,0.65,0.5310565870910698
562,12,10,0.65,0.5310565870910698
563,12,11,0.65,0.5310565870910698
564,12,12,0.8,0.732905982905983
565,12,13,0.8,0.732905982905983
566,12,14,0.8,0.732905982905983
567,12,15,0.8,0.7333333333333334
568,12,16,0.8,0.7333333333333334
569,12,17,0.8,0.7294372294372294
570,12,18,0.78,0.7047772410091251
571,12,19,0.8,0.732905982905983
572,12,20,0.77,0.6932106175803655
573,12,21,1.0,1.0
574,12,22,1.0,1.0
575,12,23,1.0,1.0
576,12,24,1.0,1.0
577,12,25,1.0,1.0
578,12,26,1.0,1.0
579,12,27,1.0,1.0
580,12,28,1.0,1.0
581,12,29,1.0,1.0
582,12,30,1.0,1.0
583,12,31,1.0,1.0
584,12,32,1.0,1.0
585,12,33,1.0,1.0
586,12,34,1.0,1.0
587,12,35,1.0,1.0
588,12,36,1.0,1.0
589,12,37,1.0,1.0
590,12,38,1.0,1.0
591,12,39,1.0,1.0
592,12,40,1.0,1.0
593,12,41,1.0,1.0
594,12,42,1.0,1.0
595,12,43,1.0,1.0
596,12,44,1.0,1.0
597,12,45,1.0,1.0
598,13,0,0.5,0.2222222222222222
599,13,1,0.5,0.2222222222222222
600,13,2,0.5,0.2222222222222222
601,13,3,0.65,0.5310565870910698
602,13,4,0.65,0.5310565870910698
603,13,5,0.65,0.5310565870910698
604,13,6,0.65,0.5310565870910698
605,13,7,0.65,0.5310565870910698
606,13,8,0.65,0.5310565870910698
607,13,9,0.65,0.5310565870910698
608,13,10,0.65,0.5310565870910698
609,13,11,0.65,0.5310565870910698
610,13,12,0.8,0.732905982905983
611,13,13,0.8,0.732905982905983
612,13,14,0.81,0.7465652927837801
613,13,15,0.8,0.7333333333333334
614,13,16,0.8,0.732905982905983
615,13,17,0.8,0.732905982905983
616,13,18,0.79,0.7189883580891209
617,13,19,0.81,0.7465652927837801
618,13,20,0.79,0.7198879551820729
619,13,21,1.0,1.0
620,13,22,1.0,1.0
621,13,23,1.0,1.0
622,13,24,1.0,1.0
623,13,25,1.0,1.0
624,13,26,1.0,1.0
625,13,27,1.0,1.0
626,13,28,1.0,1.0
627,13,29,1.0,1.0
628,13,30,1.0,1.0
629,13,31,1.0,1.0
630,13,32,1.0,1.0
631,13,33,1.0,1.0
632,13,34,1.0,1.0
633,13,35,1.0,1.0
634,13,36,1.0,1.0
635,13,37,1.0,1.0
636,13,38,1.0,1.0
637,13,39,1.0,1.0
638,13,40,1.0,1.0
639,13,41,0.98,0.9819697994140185
640,13,42,1.0,1.0
641,13,43,1.0,1.0
642,13,44,1.0,1.0
643,13,45,1.0,1.0
644,14,0,0.5,0.2222222222222222
645,14,1,0.5,0.2222222222222222
646,14,2,0.5,0.2222222222222222
647,14,3,0.65,0.5310565870910698
648,14,4,0.65,0.5310565870910698
649,14,5,0.65,0.5310565870910698
650,14,6,0.65,0.5310565870910698
651,14,7,0.65,0.5310565870910698
652,14,8,0.65,0.5310565870910698
653,14,9,0.65,0.5310565870910698
654,14,10,0.65,0.5310565870910698
655,14,11,0.65,0.5310565870910698
656,14,12,0.8,0.732905982905983
657,14,13,0.79,0.7189883580891209
658,14,14,0.8,0.732905982905983
659,14,15,0.8,0.732905982905983
660,14,16,0.79,0.7189883580891209
661,14,17,0.79,0.7189883580891209
662,14,18,0.82,0.7584541062801932
663,14,19,0.8,0.732905982905983
664,14,20,0.79,0.7198879551820729
665,14,21,1.0,1.0
666,14,22,1.0,1.0
667,14,23,1.0,1.0
668,14,24,1.0,1.0
669,14,25,1.0,1.0
670,14,26,1.0,1.0
671,14,27,1.0,1.0
672,14,28,1.0,1.0
673,14,29,1.0,1.0
674,14,30,1.0,1.0
675,14,31,1.0,1.0
676,14,32,1.0,1.0
677,14,33,1.0,1.0
678,14,34,1.0,1.0
679,14,35,0.99,0.9862202011850627
680,14,36,1.0,1.0
681,14,37,1.0,1.0
682,14,38,1.0,1.0
683,14,39,1.0,1.0
684,14,40,1.0,1.0
685,14,41,0.98,0.9819697994140185
686,14,42,1.0,1.0
687,14,43,1.0,1.0
688,14,44,1.0,1.0
689,14,45,1.0,1.0
690,15,0,0.5,0.2222222222222222
691,15,1,0.5,0.2222222222222222
692,15,2,0.5,0.2222222222222222
693,15,3,0.65,0.5310565870910698
694,15,4,0.65,0.5310565870910698
695,15,5,0.65,0.5310565870910698
696,15,6,0.65,0.5310565870910698
697,15,7,0.65,0.5310565870910698
698,15,8,0.65,0.5310565870910698
699,15,9,0.65,0.5310565870910698
700,15,10,0.65,0.5310565870910698
701,15,11,0.65,0.5310565870910698
702,15,12,0.8,0.732905982905983
703,15,13,0.81,0.7465652927837801
704,15,14,0.8,0.732905982905983
705,15,15,0.79,0.7198879551820728
706,15,16,0.8,0.732905982905983
707,15,17,0.79,0.7189883580891209
708,15,18,0.84,0.7863247863247862
709,15,19,0.81,0.7465652927837801
710,15,20,0.8,0.732905982905983
711,15,21,1.0,1.0
712,15,22,1.0,1.0
713,15,23,1.0,1.0
714,15,24,1.0,1.0
715,15,25,1.0,1.0
716,15,26,1.0,1.0
717,15,27,1.0,1.0
718,15,28,1.0,1.0
719,15,29,1.0,1.0
720,15,30,1.0,1.0
721,15,31,1.0,1.0
722,15,32,1.0,1.0
723,15,33,1.0,1.0
724,15,34,1.0,1.0
725,15,35,1.0,1.0
726,15,36,1.0,1.0
727,15,37,1.0,1.0
728,15,38,1.0,1.0
729,15,39,1.0,1.0
730,15,40,1.0,1.0
731,15,41,0.99,0.9910499524528724
732,15,42,1.0,1.0
733,15,43,1.0,1.0
734,15,44,1.0,1.0
735,15,45,1.0,1.0
736,16,0,0.5,0.2222222222222222
737,16,1,0.5,0.2222222222222222
738,16,2,0.5,0.2222222222222222
739,16,3,0.65,0.5310565870910698
740,16,4,0.65,0.5310565870910698
741,16,5,0.65,0.5310565870910698
742,16,6,0.65,0.5310565870910698
743,16,7,0.65,0.5310565870910698
744,16,8,0.65,0.5310565870910698
745,16,9,0.65,0.5310565870910698
746,16,10,0.65,0.5310565870910698
747,16,11,0.65,0.5310565870910698
748,16,12,0.81,0.7465652927837801
749,16,13,0.81,0.7465652927837801
750,16,14,0.81,0.7465652927837801
751,16,15,0.81,0.7465652927837801
752,16,16,0.8,0.732905982905983
753,16,17,0.81,0.7465652927837801
754,16,18,0.84,0.7863247863247862
755,16,19,0.82,0.7600000000000001
756,16,20,0.79,0.7198879551820729
757,16,21,1.0,1.0
758,16,22,1.0,1.0
759,16,23,1.0,1.0
760,16,24,1.0,1.0
761,16,25,1.0,1.0
762,16,26,1.0,1.0
763,16,27,1.0,1.0
764,16,28,1.0,1.0
765,16,29,1.0,1.0
766,16,30,1.0,1.0
767,16,31,1.0,1.0
768,16,32,1.0,1.0
769,16,33,1.0,1.0
770,16,34,1.0,1.0
771,16,35,1.0,1.0
772,16,36,1.0,1.0
773,16,37,1.0,1.0
774,16,38,1.0,1.0
775,16,39,1.0,1.0
776,16,40,1.0,1.0
777,16,41,1.0,1.0
778,16,42,1.0,1.0
779,16,43,1.0,1.0
780,16,44,1.0,1.0
781,16,45,1.0,1.0
782,17,0,0.5,0.2222222222222222
783,17,1,0.5,0.2222222222222222
784,17,2,0.5,0.2222222222222222
785,17,3,0.65,0.5310565870910698
786,17,4,0.65,0.5310565870910698
787,17,5,0.65,0.5310565870910698
788,17,6,0.65,0.5310565870910698
789,17,7,0.65,0.5310565870910698
790,17,8,0.65,0.5310565870910698
791,17,9,0.65,0.5310565870910698
792,17,10,0.65,0.5310565870910698
